Data;Hora UTC;TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C)
14/10/2023;2300 UTC;27,5;24,2
15/10/2023;0000 UTC;24,3;23,4
15/10/2023;0100 UTC;23,7;23,3
15/10/2023;0200 UTC;24,3;23,2
15/10/2023;0300 UTC;23,7;22,7
15/10/2023;0400 UTC;22,7;22,1
15/10/2023;0500 UTC;22,2;21,8
15/10/2023;0600 UTC;22;21,4
15/10/2023;0700 UTC;21,5;20,9
15/10/2023;0800 UTC;21,6;21
15/10/2023;0900 UTC;21,1;20,5
15/10/2023;1000 UTC;22;20,5
15/10/2023;1100 UTC;23,9;21,9
15/10/2023;1200 UTC;24,7;23,7
15/10/2023;1300 UTC;26,1;24,5
15/10/2023;1400 UTC;27,9;25,5
15/10/2023;1500 UTC;29;27,2
15/10/2023;1600 UTC;29,6;27,7
15/10/2023;1700 UTC;29,4;28,4
15/10/2023;1800 UTC;30,2;28,8
15/10/2023;1900 UTC;30,4;29,1
15/10/2023;2000 UTC;29,4;28
15/10/2023;2100 UTC;28;26,9
15/10/2023;2200 UTC;26,9;24,6
15/10/2023;2300 UTC;24,6;23,9
16/10/2023;0000 UTC;24;23,3
16/10/2023;0100 UTC;23,3;23
16/10/2023;0200 UTC;23,1;22,9
16/10/2023;0300 UTC;22,9;22,5
16/10/2023;0400 UTC;22,5;22,2
16/10/2023;0500 UTC;22,6;22
16/10/2023;0600 UTC;22,2;21,8
16/10/2023;0700 UTC;22,2;21,8
16/10/2023;0800 UTC;22,2;21,6
16/10/2023;0900 UTC;21,8;21,5
16/10/2023;1000 UTC;23,1;21,5
16/10/2023;1100 UTC;25,5;22,9
16/10/2023;1200 UTC;27,7;25
16/10/2023;1300 UTC;29,4;27,2
16/10/2023;1400 UTC;30;28
16/10/2023;1500 UTC;31,7;29,2
16/10/2023;1600 UTC;31,9;30,1
16/10/2023;1700 UTC;32,6;30,3
16/10/2023;1800 UTC;33,4;31,6
16/10/2023;1900 UTC;32;29,7
16/10/2023;2000 UTC;29,6;24,4
16/10/2023;2100 UTC;26,2;24,6
16/10/2023;2200 UTC;24,9;24,2
16/10/2023;2300 UTC;24,3;23,4
17/10/2023;0000 UTC;24,1;23,1
17/10/2023;0100 UTC;23,2;22,8
17/10/2023;0200 UTC;23,9;22,8
17/10/2023;0300 UTC;23;22,5
17/10/2023;0400 UTC;22,5;22,3
17/10/2023;0500 UTC;22,4;22,1
17/10/2023;0600 UTC;22,5;22,1
17/10/2023;0700 UTC;22,6;22
17/10/2023;0800 UTC;22,1;21,8
17/10/2023;0900 UTC;21,8;21,4
17/10/2023;1000 UTC;22,9;21,4
17/10/2023;1100 UTC;25,5;22,9
17/10/2023;1200 UTC;29;25,5
17/10/2023;1300 UTC;30,7;28,8
17/10/2023;1400 UTC;31,7;30,4
17/10/2023;1500 UTC;32;30,4
17/10/2023;1600 UTC;33,2;31,1
17/10/2023;1700 UTC;34,3;33
17/10/2023;1800 UTC;34,2;33,3
17/10/2023;1900 UTC;33,7;32,1
17/10/2023;2000 UTC;32,3;31,6
17/10/2023;2100 UTC;32;30,1
17/10/2023;2200 UTC;30,2;27,4
17/10/2023;2300 UTC;28,2;26,7
18/10/2023;0000 UTC;26,8;25,5
18/10/2023;0100 UTC;26,5;25
18/10/2023;0200 UTC;25,6;24,3
18/10/2023;0300 UTC;26,6;23,4
18/10/2023;0400 UTC;23,9;22,6
18/10/2023;0500 UTC;22,6;21,9
18/10/2023;0600 UTC;22,1;21,7
18/10/2023;0700 UTC;21,7;21,4
18/10/2023;0800 UTC;21,5;21,3
18/10/2023;0900 UTC;21,5;21,1
18/10/2023;1000 UTC;22,8;21,1
18/10/2023;1100 UTC;25,5;22,8
18/10/2023;1200 UTC;29,6;25,4
18/10/2023;1300 UTC;31,1;29,4
18/10/2023;1400 UTC;31,6;29,7
18/10/2023;1500 UTC;33,3;31,4
18/10/2023;1600 UTC;33,9;32,5
18/10/2023;1700 UTC;35,3;33,5
18/10/2023;1800 UTC;35,3;33,8
18/10/2023;1900 UTC;35,3;34,6
18/10/2023;2000 UTC;34,9;34,1
18/10/2023;2100 UTC;34,1;29,2
18/10/2023;2200 UTC;30;28,3
18/10/2023;2300 UTC;30;27,5
19/10/2023;0000 UTC;29,9;26,9
19/10/2023;0100 UTC;28,7;26,6
19/10/2023;0200 UTC;27,6;24,6
19/10/2023;0300 UTC;24,6;23,4
19/10/2023;0400 UTC;23,7;23,2
19/10/2023;0500 UTC;23,4;22,6
19/10/2023;0600 UTC;22,8;22,5
19/10/2023;0700 UTC;22,6;22,1
19/10/2023;0800 UTC;22,7;22,3
19/10/2023;0900 UTC;22,6;21,8
19/10/2023;1000 UTC;23,4;21,3
19/10/2023;1100 UTC;25,6;23,4
19/10/2023;1200 UTC;29,1;25,7
19/10/2023;1300 UTC;29,9;28,5
19/10/2023;1400 UTC;31,3;29,8
19/10/2023;1500 UTC;32,8;31,1
19/10/2023;1600 UTC;33,8;31,5
19/10/2023;1700 UTC;34,2;32,8
19/10/2023;1800 UTC;34,7;33,5
19/10/2023;1900 UTC;34,6;33,9
19/10/2023;2000 UTC;34,7;33,2
19/10/2023;2100 UTC;33,5;29,4
19/10/2023;2200 UTC;29,4;27,1
19/10/2023;2300 UTC;28,1;26,4
20/10/2023;0000 UTC;29,7;26,8
20/10/2023;0100 UTC;29,8;26,9
20/10/2023;0200 UTC;26,9;24,4
20/10/2023;0300 UTC;24,7;23,7
20/10/2023;0400 UTC;24;23,5
20/10/2023;0500 UTC;23,8;23,4
20/10/2023;0600 UTC;23,5;22,9
20/10/2023;0700 UTC;23,1;22,7
20/10/2023;0800 UTC;22,8;22,5
20/10/2023;0900 UTC;22,5;22,3
20/10/2023;1000 UTC;24,3;22,4
20/10/2023;1100 UTC;28;24,3
20/10/2023;1200 UTC;29,8;27,9
20/10/2023;1300 UTC;31,6;29,3
20/10/2023;1400 UTC;33,3;30,6
20/10/2023;1500 UTC;32,9;31,4
20/10/2023;1600 UTC;34,3;31,8
20/10/2023;1700 UTC;35;33,2
20/10/2023;1800 UTC;35,7;34,2
20/10/2023;1900 UTC;35,8;34,4
20/10/2023;2000 UTC;35,5;33
20/10/2023;2100 UTC;33,2;29,6
20/10/2023;2200 UTC;29,6;27,5
20/10/2023;2300 UTC;27,5;26,5
21/10/2023;0000 UTC;26,8;26,4
21/10/2023;0100 UTC;26,9;25,8
21/10/2023;0200 UTC;27,4;25,6
21/10/2023;0300 UTC;27,3;24,7
21/10/2023;0400 UTC;24,8;24
21/10/2023;0500 UTC;24,1;23,5
21/10/2023;0600 UTC;23,6;23,1
21/10/2023;0700 UTC;23,2;22,7
21/10/2023;0800 UTC;23;22,4
21/10/2023;0900 UTC;22,5;22,1
21/10/2023;1000 UTC;23,9;22,2
21/10/2023;1100 UTC;28,3;23,9
21/10/2023;1200 UTC;31,2;28
21/10/2023;1300 UTC;31,9;30,8
21/10/2023;1400 UTC;32,7;31,1
21/10/2023;1500 UTC;34;32,6
21/10/2023;1600 UTC;34,9;33,3
21/10/2023;1700 UTC;35,6;34
21/10/2023;1800 UTC;35,9;34,3
21/10/2023;1900 UTC;35,8;35
21/10/2023;2000 UTC;35,2;34,6
21/10/2023;2100 UTC;34,8;30,1
21/10/2023;2200 UTC;30,1;27,9
21/10/2023;2300 UTC;30,4;29,3
22/10/2023;0000 UTC;30,8;29,3
22/10/2023;0100 UTC;30,1;27,5
22/10/2023;0200 UTC;29,5;27,5
22/10/2023;0300 UTC;28,9;26,5
22/10/2023;0400 UTC;28,3;26,4
22/10/2023;0500 UTC;28,6;26,1
22/10/2023;0600 UTC;27,9;25,6
22/10/2023;0700 UTC;25,6;24,4
22/10/2023;0800 UTC;24,4;24
22/10/2023;0900 UTC;24,4;23,5
22/10/2023;1000 UTC;25,1;23,5
22/10/2023;1100 UTC;27,2;25,1
22/10/2023;1200 UTC;30,1;27,2
22/10/2023;1300 UTC;31,1;29,9
22/10/2023;1400 UTC;31,6;30,4
22/10/2023;1500 UTC;32,7;31,1
22/10/2023;1600 UTC;33,3;31,7
22/10/2023;1700 UTC;34;32,3
22/10/2023;1800 UTC;34;31,2
22/10/2023;1900 UTC;32,2;29,9
22/10/2023;2000 UTC;30,1;26
22/10/2023;2100 UTC;28,1;26,5
22/10/2023;2200 UTC;27,3;25,4
22/10/2023;2300 UTC;25,4;24,9
23/10/2023;0000 UTC;25,1;24,2
23/10/2023;0100 UTC;24,6;24
23/10/2023;0200 UTC;24,7;23,9
23/10/2023;0300 UTC;23,9;23,6
23/10/2023;0400 UTC;23,8;23,6
23/10/2023;0500 UTC;23,7;23,4
23/10/2023;0600 UTC;23,6;23,4
23/10/2023;0700 UTC;23,5;23,2
23/10/2023;0800 UTC;23,4;23,1
23/10/2023;0900 UTC;23,2;23
23/10/2023;1000 UTC;24,3;23
23/10/2023;1100 UTC;27,3;24,3
23/10/2023;1200 UTC;29,9;27,1
23/10/2023;1300 UTC;30,8;29
23/10/2023;1400 UTC;31,4;30,1
23/10/2023;1500 UTC;32,3;30,3
23/10/2023;1600 UTC;33,7;31,8
23/10/2023;1700 UTC;33,3;31,2
23/10/2023;1800 UTC;33,3;20,4
23/10/2023;1900 UTC;25,7;22
23/10/2023;2000 UTC;24,4;23
23/10/2023;2100 UTC;23,6;23,3
23/10/2023;2200 UTC;23,7;23,4
23/10/2023;2300 UTC;23,6;22,6
24/10/2023;0000 UTC;23,8;23,4
24/10/2023;0100 UTC;23,5;23
24/10/2023;0200 UTC;23,6;23
24/10/2023;0300 UTC;23,2;22,8
24/10/2023;0400 UTC;22,9;22,5
24/10/2023;0500 UTC;22,5;22,2
24/10/2023;0600 UTC;22,2;21,9
24/10/2023;0700 UTC;22;21,9
24/10/2023;0800 UTC;21,9;21,8
24/10/2023;0900 UTC;22;21,7
24/10/2023;1000 UTC;22;21,6
24/10/2023;1100 UTC;23,3;22
24/10/2023;1200 UTC;25,3;23,3
24/10/2023;1300 UTC;27,8;25,3
24/10/2023;1400 UTC;30,1;27,6
24/10/2023;1500 UTC;31,5;29,8
24/10/2023;1600 UTC;32;30,9
24/10/2023;1700 UTC;32,3;30,8
24/10/2023;1800 UTC;32,1;31
24/10/2023;1900 UTC;31,9;30,3
24/10/2023;2000 UTC;30,3;29,3
24/10/2023;2100 UTC;29,5;28,6
24/10/2023;2200 UTC;28,7;27,8
24/10/2023;2300 UTC;27,8;26,1
25/10/2023;0000 UTC;27;25,9
25/10/2023;0100 UTC;26,7;24,5
25/10/2023;0200 UTC;25;24
25/10/2023;0300 UTC;24;22,7
25/10/2023;0400 UTC;22,7;22,2
25/10/2023;0500 UTC;22,2;22,1
25/10/2023;0600 UTC;22,1;21,9
25/10/2023;0700 UTC;22,2;21,8
25/10/2023;0800 UTC;22,3;21,9
25/10/2023;0900 UTC;22,3;21,8
25/10/2023;1000 UTC;23,5;21,8
25/10/2023;1100 UTC;25,9;23,5
25/10/2023;1200 UTC;28,9;25,7
25/10/2023;1300 UTC;30,4;28,7
25/10/2023;1400 UTC;31;29,6
25/10/2023;1500 UTC;32,2;30,6
25/10/2023;1600 UTC;33,4;31,6
25/10/2023;1700 UTC;33,7;32
25/10/2023;1800 UTC;33,8;32,4
25/10/2023;1900 UTC;34,1;33,2
25/10/2023;2000 UTC;35,2;32,9
25/10/2023;2100 UTC;33,2;24,3
25/10/2023;2200 UTC;25,9;23,8
25/10/2023;2300 UTC;23,9;23,4
26/10/2023;0000 UTC;24,6;23,6
26/10/2023;0100 UTC;24,2;23,8
26/10/2023;0200 UTC;24,3;23,7
26/10/2023;0300 UTC;23,8;23,3
26/10/2023;0400 UTC;23,6;23,4
26/10/2023;0500 UTC;23,6;23,3
26/10/2023;0600 UTC;23,4;23,1
26/10/2023;0700 UTC;23,4;23
26/10/2023;0800 UTC;23,6;23,3
26/10/2023;0900 UTC;23,4;23,1
26/10/2023;1000 UTC;24,4;23,4
26/10/2023;1100 UTC;26,1;24,4
26/10/2023;1200 UTC;28,8;26,1
26/10/2023;1300 UTC;29,2;27,5
26/10/2023;1400 UTC;30,8;29
26/10/2023;1500 UTC;31,8;30
26/10/2023;1600 UTC;32,6;30,9
26/10/2023;1700 UTC;33,6;31,6
26/10/2023;1800 UTC;33,5;32,2
26/10/2023;1900 UTC;33,1;32
26/10/2023;2000 UTC;32,4;31,8
26/10/2023;2100 UTC;31,8;27,5
26/10/2023;2200 UTC;27,5;26
26/10/2023;2300 UTC;26,3;25,4
27/10/2023;0000 UTC;28,9;25,3
27/10/2023;0100 UTC;28;25,6
27/10/2023;0200 UTC;27,6;24,7
27/10/2023;0300 UTC;27,2;23,7
27/10/2023;0400 UTC;23,7;23
27/10/2023;0500 UTC;24,6;23,1
27/10/2023;0600 UTC;26;23,9
27/10/2023;0700 UTC;24,1;22,5
27/10/2023;0800 UTC;22,7;21,6
27/10/2023;0900 UTC;22;21,4
27/10/2023;1000 UTC;22,4;21,3
27/10/2023;1100 UTC;26,8;22,4
27/10/2023;1200 UTC;29;26,8
27/10/2023;1300 UTC;29,7;28,5
27/10/2023;1400 UTC;30,9;29,6
27/10/2023;1500 UTC;31,9;30,7
27/10/2023;1600 UTC;32,3;30,8
27/10/2023;1700 UTC;33;31,6
27/10/2023;1800 UTC;33,6;32,1
27/10/2023;1900 UTC;33,2;32,6
27/10/2023;2000 UTC;33,4;31,5
27/10/2023;2100 UTC;31,9;28,3
27/10/2023;2200 UTC;28,3;26,3
27/10/2023;2300 UTC;26,3;25,4
28/10/2023;0000 UTC;27,4;25,3
28/10/2023;0100 UTC;27,5;25,3
28/10/2023;0200 UTC;25,7;24,4
28/10/2023;0300 UTC;24,6;23,9
28/10/2023;0400 UTC;24,2;23,5
28/10/2023;0500 UTC;23,7;23,2
28/10/2023;0600 UTC;23,6;23,1
28/10/2023;0700 UTC;23,4;22,8
28/10/2023;0800 UTC;23,1;22,6
28/10/2023;0900 UTC;22,8;22,5
28/10/2023;1000 UTC;23,9;22,5
28/10/2023;1100 UTC;27,3;23,9
28/10/2023;1200 UTC;29,6;27,3
28/10/2023;1300 UTC;31,1;29,5
28/10/2023;1400 UTC;32,6;30,6
28/10/2023;1500 UTC;33;31,3
28/10/2023;1600 UTC;34,7;32,4
28/10/2023;1700 UTC;34;32,2
28/10/2023;1800 UTC;34,5;33
28/10/2023;1900 UTC;34,7;27,6
28/10/2023;2000 UTC;28,8;27,6
28/10/2023;2100 UTC;28,8;26,9
28/10/2023;2200 UTC;27,7;23
28/10/2023;2300 UTC;25,5;22
29/10/2023;0000 UTC;23,4;22,5
29/10/2023;0100 UTC;22,7;22,4
29/10/2023;0200 UTC;;
29/10/2023;0300 UTC;;
29/10/2023;0400 UTC;;
29/10/2023;0500 UTC;;
29/10/2023;0600 UTC;;
29/10/2023;0700 UTC;;
29/10/2023;0800 UTC;;
29/10/2023;0900 UTC;;
29/10/2023;1000 UTC;22,2;21,5
29/10/2023;1100 UTC;23;22
29/10/2023;1200 UTC;25,8;22,7
29/10/2023;1300 UTC;29,8;25,8
29/10/2023;1400 UTC;31;29,9
29/10/2023;1500 UTC;31,9;29,9
29/10/2023;1600 UTC;32,5;31,4
29/10/2023;1700 UTC;34;32
29/10/2023;1800 UTC;34,4;32,7
29/10/2023;1900 UTC;33,9;22,2
29/10/2023;2000 UTC;23,1;22,6
29/10/2023;2100 UTC;;
29/10/2023;2200 UTC;;
29/10/2023;2300 UTC;;
30/10/2023;0000 UTC;;
30/10/2023;0100 UTC;;
30/10/2023;0200 UTC;;
30/10/2023;0300 UTC;;
30/10/2023;0400 UTC;;
30/10/2023;0500 UTC;;
30/10/2023;0600 UTC;;
30/10/2023;0700 UTC;;
30/10/2023;0800 UTC;;
30/10/2023;0900 UTC;;
30/10/2023;1000 UTC;23,2;22,3
30/10/2023;1100 UTC;24,7;23
30/10/2023;1200 UTC;27,3;24,8
30/10/2023;1300 UTC;29,5;27,3
30/10/2023;1400 UTC;29,8;28,9
30/10/2023;1500 UTC;31,4;29,3
30/10/2023;1600 UTC;31,4;29,9
30/10/2023;1700 UTC;32,2;30,3
30/10/2023;1800 UTC;32,3;31,2
30/10/2023;1900 UTC;31,3;21,4
30/10/2023;2000 UTC;23,7;22,1
30/10/2023;2100 UTC;24,5;23,1
30/10/2023;2200 UTC;24,7;23
30/10/2023;2300 UTC;23,3;23,1
31/10/2023;0000 UTC;23,8;23,2
31/10/2023;0100 UTC;;
31/10/2023;0200 UTC;;
31/10/2023;0300 UTC;;
31/10/2023;0400 UTC;;
31/10/2023;0500 UTC;;
31/10/2023;0600 UTC;;
31/10/2023;0700 UTC;;
31/10/2023;0800 UTC;;
31/10/2023;0900 UTC;;
31/10/2023;1000 UTC;;
31/10/2023;1100 UTC;26,2;23
31/10/2023;1200 UTC;28,1;26,2
31/10/2023;1300 UTC;29,6;27,5
31/10/2023;1400 UTC;31,3;29
31/10/2023;1500 UTC;32,3;30,5
31/10/2023;1600 UTC;33,2;31,1
31/10/2023;1700 UTC;34,2;32,4
31/10/2023;1800 UTC;34,6;33,5
31/10/2023;1900 UTC;;
31/10/2023;2000 UTC;;
31/10/2023;2100 UTC;;
31/10/2023;2200 UTC;;
31/10/2023;2300 UTC;;
01/11/2023;0000 UTC;;
01/11/2023;0100 UTC;;
01/11/2023;0200 UTC;;
01/11/2023;0300 UTC;;
01/11/2023;0400 UTC;;
01/11/2023;0500 UTC;;
01/11/2023;0600 UTC;;
01/11/2023;0700 UTC;;
01/11/2023;0800 UTC;;
01/11/2023;0900 UTC;;
01/11/2023;1000 UTC;;
01/11/2023;1100 UTC;;
01/11/2023;1200 UTC;30;27
01/11/2023;1300 UTC;30,8;29,1
01/11/2023;1400 UTC;31,3;30,1
01/11/2023;1500 UTC;32,1;30,8
01/11/2023;1600 UTC;33,4;31,9
01/11/2023;1700 UTC;34,3;32,9
01/11/2023;1800 UTC;34,5;32,9
01/11/2023;1900 UTC;;
01/11/2023;2000 UTC;;
01/11/2023;2100 UTC;;
01/11/2023;2200 UTC;;
01/11/2023;2300 UTC;;
02/11/2023;0000 UTC;;
02/11/2023;0100 UTC;;
02/11/2023;0200 UTC;;
02/11/2023;0300 UTC;;
02/11/2023;0400 UTC;;
02/11/2023;0500 UTC;;
02/11/2023;0600 UTC;;
02/11/2023;0700 UTC;;
02/11/2023;0800 UTC;;
02/11/2023;0900 UTC;;
02/11/2023;1000 UTC;;
02/11/2023;1100 UTC;;
02/11/2023;1200 UTC;29,7;27,2
02/11/2023;1300 UTC;30,5;29,3
02/11/2023;1400 UTC;30,8;29,4
02/11/2023;1500 UTC;32,1;29,7
02/11/2023;1600 UTC;32,5;30,7
02/11/2023;1700 UTC;;
02/11/2023;1800 UTC;;
02/11/2023;1900 UTC;;
02/11/2023;2000 UTC;;
02/11/2023;2100 UTC;;
02/11/2023;2200 UTC;;
02/11/2023;2300 UTC;;
03/11/2023;0000 UTC;;
03/11/2023;0100 UTC;;
03/11/2023;0200 UTC;;
03/11/2023;0300 UTC;;
03/11/2023;0400 UTC;;
03/11/2023;0500 UTC;;
03/11/2023;0600 UTC;;
03/11/2023;0700 UTC;;
03/11/2023;0800 UTC;;
03/11/2023;0900 UTC;;
03/11/2023;1000 UTC;;
03/11/2023;1100 UTC;;
03/11/2023;1200 UTC;28,3;25,5
03/11/2023;1300 UTC;29,8;28,3
03/11/2023;1400 UTC;30,5;29,2
03/11/2023;1500 UTC;31,4;29,8
03/11/2023;1600 UTC;;
03/11/2023;1700 UTC;;
03/11/2023;1800 UTC;;
03/11/2023;1900 UTC;;
03/11/2023;2000 UTC;;
03/11/2023;2100 UTC;;
03/11/2023;2200 UTC;;
03/11/2023;2300 UTC;;
04/11/2023;0000 UTC;;
04/11/2023;0100 UTC;;
04/11/2023;0200 UTC;;
04/11/2023;0300 UTC;;
04/11/2023;0400 UTC;;
04/11/2023;0500 UTC;;
04/11/2023;0600 UTC;;
04/11/2023;0700 UTC;;
04/11/2023;0800 UTC;;
04/11/2023;0900 UTC;;
04/11/2023;1000 UTC;;
04/11/2023;1100 UTC;;
04/11/2023;1200 UTC;;
04/11/2023;1300 UTC;;
04/11/2023;1400 UTC;;
04/11/2023;1500 UTC;;
04/11/2023;1600 UTC;;
04/11/2023;1700 UTC;;
04/11/2023;1800 UTC;;
04/11/2023;1900 UTC;;
04/11/2023;2000 UTC;;
04/11/2023;2100 UTC;;
04/11/2023;2200 UTC;;
04/11/2023;2300 UTC;;
05/11/2023;0000 UTC;;
05/11/2023;0100 UTC;;
05/11/2023;0200 UTC;;
05/11/2023;0300 UTC;;
05/11/2023;0400 UTC;;
05/11/2023;0500 UTC;;
05/11/2023;0600 UTC;;
05/11/2023;0700 UTC;;
05/11/2023;0800 UTC;;
05/11/2023;0900 UTC;;
05/11/2023;1000 UTC;;
05/11/2023;1100 UTC;;
05/11/2023;1200 UTC;;
05/11/2023;1300 UTC;;
05/11/2023;1400 UTC;;
05/11/2023;1500 UTC;;
05/11/2023;1600 UTC;;
05/11/2023;1700 UTC;;
05/11/2023;1800 UTC;;
05/11/2023;1900 UTC;;
05/11/2023;2000 UTC;;
05/11/2023;2100 UTC;;
05/11/2023;2200 UTC;;
05/11/2023;2300 UTC;;
06/11/2023;0000 UTC;;
06/11/2023;0100 UTC;;
06/11/2023;0200 UTC;;
06/11/2023;0300 UTC;;
06/11/2023;0400 UTC;;
06/11/2023;0500 UTC;;
06/11/2023;0600 UTC;;
06/11/2023;0700 UTC;;
06/11/2023;0800 UTC;;
06/11/2023;0900 UTC;;
06/11/2023;1000 UTC;;
06/11/2023;1100 UTC;;
06/11/2023;1200 UTC;;
06/11/2023;1300 UTC;;
06/11/2023;1400 UTC;;
06/11/2023;1500 UTC;;
06/11/2023;1600 UTC;;
06/11/2023;1700 UTC;;
06/11/2023;1800 UTC;;
06/11/2023;1900 UTC;;
06/11/2023;2000 UTC;;
06/11/2023;2100 UTC;;
06/11/2023;2200 UTC;;
06/11/2023;2300 UTC;;
07/11/2023;0000 UTC;;
07/11/2023;0100 UTC;;
07/11/2023;0200 UTC;;
07/11/2023;0300 UTC;;
07/11/2023;0400 UTC;;
07/11/2023;0500 UTC;;
07/11/2023;0600 UTC;;
07/11/2023;0700 UTC;;
07/11/2023;0800 UTC;;
07/11/2023;0900 UTC;;
07/11/2023;1000 UTC;;
07/11/2023;1100 UTC;;
07/11/2023;1200 UTC;;
07/11/2023;1300 UTC;;
07/11/2023;1400 UTC;;
07/11/2023;1500 UTC;;
07/11/2023;1600 UTC;;
07/11/2023;1700 UTC;;
07/11/2023;1800 UTC;;
07/11/2023;1900 UTC;;
07/11/2023;2000 UTC;;
07/11/2023;2100 UTC;;
07/11/2023;2200 UTC;;
07/11/2023;2300 UTC;;
08/11/2023;0000 UTC;;
08/11/2023;0100 UTC;;
08/11/2023;0200 UTC;;
08/11/2023;0300 UTC;;
08/11/2023;0400 UTC;;
08/11/2023;0500 UTC;;
08/11/2023;0600 UTC;;
08/11/2023;0700 UTC;;
08/11/2023;0800 UTC;;
08/11/2023;0900 UTC;;
08/11/2023;1000 UTC;;
08/11/2023;1100 UTC;;
08/11/2023;1200 UTC;;
08/11/2023;1300 UTC;;
08/11/2023;1400 UTC;;
08/11/2023;1500 UTC;;
08/11/2023;1600 UTC;;
08/11/2023;1700 UTC;;
08/11/2023;1800 UTC;;
08/11/2023;1900 UTC;;
08/11/2023;2000 UTC;;
08/11/2023;2100 UTC;;
08/11/2023;2200 UTC;;
08/11/2023;2300 UTC;;
09/11/2023;0000 UTC;;
09/11/2023;0100 UTC;;
09/11/2023;0200 UTC;;
09/11/2023;0300 UTC;;
09/11/2023;0400 UTC;;
09/11/2023;0500 UTC;;
09/11/2023;0600 UTC;;
09/11/2023;0700 UTC;;
09/11/2023;0800 UTC;;
09/11/2023;0900 UTC;;
09/11/2023;1000 UTC;;
09/11/2023;1100 UTC;;
09/11/2023;1200 UTC;;
09/11/2023;1300 UTC;;
09/11/2023;1400 UTC;;
09/11/2023;1500 UTC;;
09/11/2023;1600 UTC;;
09/11/2023;1700 UTC;;
09/11/2023;1800 UTC;;
09/11/2023;1900 UTC;;
09/11/2023;2000 UTC;;
09/11/2023;2100 UTC;;
09/11/2023;2200 UTC;;
09/11/2023;2300 UTC;;
10/11/2023;0000 UTC;;
10/11/2023;0100 UTC;;
10/11/2023;0200 UTC;;
10/11/2023;0300 UTC;;
10/11/2023;0400 UTC;;
10/11/2023;0500 UTC;;
10/11/2023;0600 UTC;;
10/11/2023;0700 UTC;;
10/11/2023;0800 UTC;;
10/11/2023;0900 UTC;;
10/11/2023;1000 UTC;;
10/11/2023;1100 UTC;;
10/11/2023;1200 UTC;;
10/11/2023;1300 UTC;;
10/11/2023;1400 UTC;;
10/11/2023;1500 UTC;;
10/11/2023;1600 UTC;;
10/11/2023;1700 UTC;;
10/11/2023;1800 UTC;;
10/11/2023;1900 UTC;;
10/11/2023;2000 UTC;;
10/11/2023;2100 UTC;;
10/11/2023;2200 UTC;;
10/11/2023;2300 UTC;;
11/11/2023;0000 UTC;;
11/11/2023;0100 UTC;;
11/11/2023;0200 UTC;;
11/11/2023;0300 UTC;;
11/11/2023;0400 UTC;;
11/11/2023;0500 UTC;;
11/11/2023;0600 UTC;;
11/11/2023;0700 UTC;;
11/11/2023;0800 UTC;;
11/11/2023;0900 UTC;;
11/11/2023;1000 UTC;;
11/11/2023;1100 UTC;;
11/11/2023;1200 UTC;;
11/11/2023;1300 UTC;;
11/11/2023;1400 UTC;;
11/11/2023;1500 UTC;;
11/11/2023;1600 UTC;;
11/11/2023;1700 UTC;;
11/11/2023;1800 UTC;;
11/11/2023;1900 UTC;;
11/11/2023;2000 UTC;;
11/11/2023;2100 UTC;;
11/11/2023;2200 UTC;;
11/11/2023;2300 UTC;;
12/11/2023;0000 UTC;;
12/11/2023;0100 UTC;;
12/11/2023;0200 UTC;;
12/11/2023;0300 UTC;;
12/11/2023;0400 UTC;;
12/11/2023;0500 UTC;;
12/11/2023;0600 UTC;;
12/11/2023;0700 UTC;;
12/11/2023;0800 UTC;;
12/11/2023;0900 UTC;;
12/11/2023;1000 UTC;;
12/11/2023;1100 UTC;;
12/11/2023;1200 UTC;;
12/11/2023;1300 UTC;;
12/11/2023;1400 UTC;;
12/11/2023;1500 UTC;;
12/11/2023;1600 UTC;;
12/11/2023;1700 UTC;;
12/11/2023;1800 UTC;;
12/11/2023;1900 UTC;;
12/11/2023;2000 UTC;;
12/11/2023;2100 UTC;;
12/11/2023;2200 UTC;;
12/11/2023;2300 UTC;;
13/11/2023;0000 UTC;;
13/11/2023;0100 UTC;;
13/11/2023;0200 UTC;;
13/11/2023;0300 UTC;;
13/11/2023;0400 UTC;;
13/11/2023;0500 UTC;;
13/11/2023;0600 UTC;;
13/11/2023;0700 UTC;;
13/11/2023;0800 UTC;;
13/11/2023;0900 UTC;;
13/11/2023;1000 UTC;;
13/11/2023;1100 UTC;;
13/11/2023;1200 UTC;;
13/11/2023;1300 UTC;;
13/11/2023;1400 UTC;;
13/11/2023;1500 UTC;;
13/11/2023;1600 UTC;;
13/11/2023;1700 UTC;;
13/11/2023;1800 UTC;;
13/11/2023;1900 UTC;;
13/11/2023;2000 UTC;;
13/11/2023;2100 UTC;;
13/11/2023;2200 UTC;;
13/11/2023;2300 UTC;;
14/11/2023;0000 UTC;;
14/11/2023;0100 UTC;;
14/11/2023;0200 UTC;;
14/11/2023;0300 UTC;;
14/11/2023;0400 UTC;;
14/11/2023;0500 UTC;;
14/11/2023;0600 UTC;;
14/11/2023;0700 UTC;;
14/11/2023;0800 UTC;;
14/11/2023;0900 UTC;;
14/11/2023;1000 UTC;;
14/11/2023;1100 UTC;;
14/11/2023;1200 UTC;;
